Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,88.5999984741211,87.87999725341797,88.20999908447266,88.54000091552734,4702100.0,83.89559936523438
2020-01-02,89.56999969482422,88.51000213623047,89.08000183105469,89.55000305175781,5639200.0,84.85260772705078
2020-01-03,89.38999938964844,87.9000015258789,88.16999816894531,88.69999694824219,5988500.0,84.04720306396484
2020-01-06,89.62000274658203,87.9800033569336,88.22000122070312,89.4000015258789,6786600.0,84.71047973632812
2020-01-07,89.54000091552734,88.26000213623047,88.93000030517578,88.88999938964844,7242500.0,84.22723388671875
2020-01-08,90.05999755859375,88.87000274658203,89.1500015258789,89.5199966430664,7696800.0,84.82418823242188
2020-01-09,90.2300033569336,89.05000305175781,90.01000213623047,90.20999908447266,7518000.0,85.47799682617188
2020-01-10,90.29000091552734,88.83000183105469,90.2300033569336,89.05999755859375,8581400.0,84.3883056640625
2020-01-13,89.5,87.91999816894531,89.5,88.5199966430664,9292200.0,83.87664794921875
2020-01-14,88.44000244140625,86.7699966430664,87.0999984741211,88.19999694824219,8876900.0,84.7025375366211
2020-01-15,89.87999725341797,88.18000030517578,88.18000030517578,89.26000213623047,8490100.0,85.72051239013672
2020-01-16,89.80000305175781,88.91999816894531,89.30999755859375,89.26000213623047,7073200.0,85.72051239013672
2020-01-17,89.2699966430664,87.79000091552734,89.12999725341797,88.0,10122300.0,84.5104751586914
2020-01-21,88.52999877929688,87.56999969482422,87.68000030517578,87.98999786376953,13552000.0,84.50086975097656
2020-01-22,88.16999816894531,87.1500015258789,88.02999877929688,87.20999908447266,6438900.0,83.75179290771484
2020-01-23,87.06999969482422,84.98999786376953,87.05000305175781,85.2699966430664,12266800.0,81.88872528076172
2020-01-24,85.4800033569336,82.76000213623047,85.43000030517578,83.54000091552734,13215400.0,80.22733306884766
2020-01-27,85.93000030517578,84.0,85.05000305175781,84.0199966430664,13832000.0,80.68828582763672
2020-01-28,84.98999786376953,83.63999938964844,84.98999786376953,83.7699966430664,8614400.0,80.44820404052734
2020-01-29,84.0,83.12999725341797,83.80000305175781,83.19999694824219,5703200.0,79.90081024169922
2020-01-30,82.79000091552734,81.18000030517578,82.58000183105469,81.77999877929688,10870000.0,78.53712463378906
2020-01-31,81.72000122070312,80.41000366210938,81.54000091552734,81.0199966430664,13870100.0,77.80725860595703
2020-02-03,82.5999984741211,80.91999816894531,81.30999755859375,82.30000305175781,10146400.0,79.03650665283203
2020-02-04,84.70999908447266,83.58999633789062,83.58999633789062,84.36000061035156,8251500.0,81.01480865478516
2020-02-05,87.13999938964844,84.87999725341797,85.05999755859375,86.62999725341797,10020600.0,83.19479370117188
2020-02-06,87.95999908447266,86.22000122070312,87.88999938964844,87.18000030517578,7769700.0,83.72298431396484
2020-02-07,92.9800033569336,88.87999725341797,89.73999786376953,92.29000091552734,19090300.0,88.63036346435547
2020-02-10,95.5,92.11000061035156,92.36000061035156,94.75,13998300.0,90.99280548095703
2020-02-11,97.08000183105469,95.01000213623047,95.26000213623047,96.0,10682800.0,92.19324493408203
2020-02-12,97.86000061035156,95.70999908447266,95.9800033569336,97.79000091552734,10591000.0,93.91226196289062
2020-02-13,97.36000061035156,95.2300033569336,96.8499984741211,95.3499984741211,10613000.0,91.56902313232422
2020-02-14,95.30000305175781,93.7699966430664,95.2300033569336,94.05000305175781,11175800.0,90.32057189941406
2020-02-18,94.5,93.26000213623047,93.66999816894531,93.61000061035156,9406300.0,89.89801788330078
2020-02-19,94.79000091552734,93.0199966430664,93.7699966430664,94.13999938964844,6349100.0,90.40699768066406
2020-02-20,94.38999938964844,92.58999633789062,93.93000030517578,94.2300033569336,5446200.0,90.4934310913086
2020-02-21,95.5199966430664,93.37999725341797,93.95999908447266,94.95999908447266,6676000.0,91.1944808959961
2020-02-24,93.87000274658203,92.1500015258789,92.16999816894531,93.13999938964844,10705100.0,89.44664764404297
2020-02-25,93.45999908447266,88.11000061035156,93.31999969482422,89.18000030517578,11366400.0,85.64368438720703
2020-02-26,91.18000030517578,88.19000244140625,88.62000274658203,88.41000366210938,9786900.0,84.90422058105469
2020-02-27,89.44999694824219,84.19999694824219,86.19000244140625,85.41999816894531,14184100.0,82.03277587890625
2020-02-28,85.70999908447266,81.58000183105469,82.79000091552734,85.70999908447266,18460300.0,82.311279296875
2020-03-02,88.77999877929688,83.55000305175781,86.0,88.69000244140625,12171100.0,85.17311096191406
2020-03-03,90.9000015258789,85.66000366210938,89.44000244140625,87.56999969482422,12660900.0,84.09752655029297
2020-03-04,91.86000061035156,88.94999694824219,89.2699966430664,91.75,16590400.0,88.11177062988281
2020-03-05,91.70999908447266,89.43000030517578,90.05999755859375,90.61000061035156,9688400.0,87.01697540283203
2020-03-06,89.76000213623047,87.26000213623047,88.7300033569336,88.81999969482422,12664600.0,85.29795837402344
2020-03-09,87.33999633789062,82.43000030517578,84.0,85.2699966430664,15806200.0,81.88872528076172
2020-03-10,88.22000122070312,83.76000213623047,88.19000244140625,87.52999877929688,12965800.0,84.05911254882812
2020-03-11,86.63999938964844,83.56999969482422,85.80000305175781,84.8499984741211,10382200.0,81.48538208007812
2020-03-12,81.29000091552734,77.05999755859375,78.8499984741211,78.61000061035156,19935700.0,75.4928207397461
2020-03-13,86.31999969482422,80.69000244140625,83.36000061035156,85.37000274658203,21867700.0,81.9847640991211
2020-03-16,82.18000030517578,73.58000183105469,79.0,74.2699966430664,20916000.0,71.32491302490234
2020-03-17,77.70999908447266,69.98999786376953,75.70999908447266,73.0199966430664,23205000.0,70.12448120117188
2020-03-18,71.38999938964844,64.69000244140625,70.0,71.02999877929688,23712800.0,68.21339416503906
2020-03-19,74.8499984741211,65.33000183105469,69.0999984741211,71.05999755859375,19739900.0,68.24220275878906
2020-03-20,73.0,66.80999755859375,73.0,68.81999969482422,18844500.0,66.09103393554688
2020-03-23,67.75,62.54999923706055,67.37999725341797,64.5,19219000.0,61.94233322143555
2020-03-24,71.81999969482422,67.08999633789062,68.16000366210938,67.48999786376953,18376300.0,64.81376647949219
