Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,151.57000732421875,149.8800048828125,150.66000366210938,150.3300018310547,480600.0,149.86026000976562
2020-01-02,152.5,149.38999938964844,150.25,151.74000549316406,527800.0,151.26585388183594
2020-01-03,152.3699951171875,148.72000122070312,149.6999969482422,152.13999938964844,316100.0,151.66461181640625
2020-01-06,152.61000061035156,150.99000549316406,151.35000610351562,152.22000122070312,331900.0,151.7443389892578
2020-01-07,152.42999267578125,150.6300048828125,151.7899932861328,151.8300018310547,289800.0,151.35556030273438
2020-01-08,151.99000549316406,149.74000549316406,151.97999572753906,149.77999877929688,533900.0,149.3119659423828
2020-01-09,152.0,150.50999450683594,150.6199951171875,151.4600067138672,726600.0,150.98672485351562
2020-01-10,153.64999389648438,151.13999938964844,152.0,152.6300048828125,469500.0,152.15306091308594
2020-01-13,156.27999877929688,152.77000427246094,152.77000427246094,155.94000244140625,606300.0,155.45274353027344
2020-01-14,157.5500030517578,155.42999267578125,155.9499969482422,156.49000549316406,453500.0,156.00100708007812
2020-01-15,158.72000122070312,156.3699951171875,156.3699951171875,157.19000244140625,415100.0,156.69883728027344
2020-01-16,158.57000732421875,156.9499969482422,157.5,158.36000061035156,452600.0,157.86517333984375
2020-01-17,159.2100067138672,157.1199951171875,158.77999877929688,157.58999633789062,348400.0,157.09756469726562
2020-01-21,158.2100067138672,156.9199981689453,156.9199981689453,157.61000061035156,311300.0,157.27719116210938
2020-01-22,158.67999267578125,156.85000610351562,158.07000732421875,157.22000122070312,506200.0,156.88800048828125
2020-01-23,157.69000244140625,156.4199981689453,156.77000427246094,156.5500030517578,814600.0,156.2194366455078
2020-01-24,157.22999572753906,155.32000732421875,157.0399932861328,155.75,391200.0,155.42112731933594
2020-01-27,156.6999969482422,152.8800048828125,153.85000610351562,155.49000549316406,615500.0,155.16168212890625
2020-01-28,157.6300048828125,155.9199981689453,156.0,157.3300018310547,204800.0,156.99777221679688
2020-01-29,159.2899932861328,156.97999572753906,157.44000244140625,158.11000061035156,261200.0,157.776123046875
2020-01-30,159.0800018310547,156.9600067138672,157.47999572753906,157.9499969482422,331600.0,157.61647033691406
2020-01-31,157.50999450683594,155.07000732421875,157.0800018310547,155.9499969482422,567900.0,155.6206817626953
2020-02-03,158.47999572753906,156.60000610351562,156.60000610351562,158.2899932861328,324100.0,157.9557342529297
2020-02-04,161.2100067138672,158.4600067138672,159.82000732421875,158.94000244140625,376800.0,158.60438537597656
2020-02-05,161.0,159.11000061035156,159.8000030517578,159.57000732421875,474900.0,159.23306274414062
2020-02-06,160.5500030517578,158.8000030517578,159.66000366210938,160.3800048828125,197300.0,160.0413360595703
2020-02-07,160.25999450683594,158.42999267578125,160.02999877929688,159.08999633789062,227100.0,158.75405883789062
2020-02-10,160.16000366210938,158.44000244140625,158.8300018310547,160.05999755859375,182300.0,159.7220001220703
2020-02-11,162.4499969482422,160.7100067138672,160.91000366210938,162.1999969482422,247100.0,161.8574981689453
2020-02-12,162.85000610351562,161.0,162.33999633789062,162.1999969482422,464600.0,161.8574981689453
2020-02-13,175.11000061035156,165.4600067138672,165.4600067138672,174.3800048828125,615000.0,174.0117950439453
2020-02-14,175.2100067138672,172.1199951171875,174.77999877929688,174.57000732421875,396900.0,174.20138549804688
2020-02-18,175.19000244140625,173.0,174.38999938964844,173.22000122070312,477900.0,172.85423278808594
2020-02-19,176.66000366210938,169.92999267578125,172.5800018310547,174.75999450683594,473500.0,174.39097595214844
2020-02-20,174.5,170.4600067138672,173.33999633789062,171.6699981689453,481500.0,171.3074951171875
2020-02-21,171.72000122070312,169.75999450683594,171.47000122070312,170.16000366210938,307100.0,169.80068969726562
2020-02-24,168.6999969482422,165.14999389648438,166.49000549316406,166.88999938964844,337600.0,166.53758239746094
2020-02-25,167.69000244140625,162.35000610351562,167.30999755859375,162.57000732421875,448300.0,162.2267303466797
